commodity,month,horizon,p50,p10,p90,model
"IDLER,RETURN,127MM OD ERW TUBEX1365MM LG",2024-05-01,11,3622.996260475873,3451.453678473632,3794.538842478113,Theta method
"IDLER,RETURN,127MM OD ERW TUBEX1365MM LG",2024-06-01,12,3646.301307910812,3465.9784048584456,3826.624210963179,Theta method
"BRICK,HM-11,230X113X65MM",2026-05-01,1,138.04260574251313,133.99851312133376,142.08669836369248,Naive (last price)
"BRICK,HM-11,230X113X65MM",2026-06-01,2,138.04260574251313,133.99851312133376,142.08669836369248,Naive (last price)
"BRICK,HM-11,230X113X65MM",2026-07-01,3,138.04260574251313,133.99851312133376,142.08669836369248,Naive (last price)
"BRICK,HM-11,230X113X65MM",2026-08-01,4,138.04260574251313,133.52117273838195,142.56403874664431,Naive (last price)
"BRICK,HM-11,230X113X65MM",2026-09-01,5,138.04260574251313,132.98748996603894,143.0977215189873,Naive (last price)
"BRICK,HM-11,230X113X65MM",2026-10-01,6,138.04260574251313,132.5050038593628,143.58020762566346,Naive (last price)
"BRICK,HM-11,230X113X65MM",2026-11-01,7,138.04260574251313,132.06131209322774,144.0238993917985,Naive (last price)
"BRICK,HM-11,230X113X65MM",2026-12-01,8,138.04260574251313,131.6483338667095,144.43687761831674,Naive (last price)
"BRICK,HM-11,230X113X65MM",2027-01-01,9,138.04260574251313,131.26045623631637,144.8247552487099,Naive (last price)
"BRICK,HM-11,230X113X65MM",2027-02-01,10,138.04260574251313,130.8935924520571,145.19161903296913,Naive (last price)
"BRICK,HM-11,230X113X65MM",2027-03-01,11,138.04260574251313,130.54465734779686,145.5405541372294,Naive (last price)
"BRICK,HM-11,230X113X65MM",2027-04-01,12,138.04260574251313,130.21125405633916,145.8739574286871,Naive (last price)
"BLANKET,CERAMIC FIBRE",2026-02-01,1,1871.324450756735,1778.514376891044,1964.1345246224253,Moving average (auto-k)
"BLANKET,CERAMIC FIBRE",2026-03-01,2,1871.324450756735,1778.514376891044,1964.1345246224253,Moving average (auto-k)
"BLANKET,CERAMIC FIBRE",2026-04-01,3,1871.324450756735,1772.8845018674533,1969.7643996460165,Moving average (auto-k)
"BLANKET,CERAMIC FIBRE",2026-05-01,4,1871.324450756735,1757.6557887762551,1984.9931127372145,Moving average (auto-k)
"BLANKET,CERAMIC FIBRE",2026-06-01,5,1871.324450756735,1744.239023206836,1998.4098783066336,Moving average (auto-k)
"BLANKET,CERAMIC FIBRE",2026-07-01,6,1871.324450756735,1732.1093399581985,2010.5395615552711,Moving average (auto-k)
"BLANKET,CERAMIC FIBRE",2026-08-01,7,1871.324450756735,1720.9549450258291,2021.693956487641,Moving average (auto-k)
"BLANKET,CERAMIC FIBRE",2026-09-01,8,1871.324450756735,1710.5726873671376,2032.076214146332,Moving average (auto-k)
"BLANKET,CERAMIC FIBRE",2026-10-01,9,1871.324450756735,1700.8214577860158,2041.8274437274545,Moving average (auto-k)
"BLANKET,CERAMIC FIBRE",2026-11-01,10,1871.324450756735,1691.5985155356843,2051.050385977785,Moving average (auto-k)
"BLANKET,CERAMIC FIBRE",2026-12-01,11,1871.324450756735,1682.8262996512417,2059.822601862228,Moving average (auto-k)
"BLANKET,CERAMIC FIBRE",2027-01-01,12,1871.324450756735,1674.4445529781715,2068.204348535298,Moving average (auto-k)
"NOZZLE,INNER F/IPV SYSTEM",2025-06-01,1,2083.354603129039,1608.6356664927976,2558.07353976528,Linear trend
"NOZZLE,INNER F/IPV SYSTEM",2025-07-01,2,2120.0030567909944,1636.933302235597,2603.0728113463915,Linear trend
"NOZZLE,INNER F/IPV SYSTEM",2025-08-01,3,2157.2961962658205,1665.7287239005375,2648.863668631104,Linear trend
"NOZZLE,INNER F/IPV SYSTEM",2025-09-01,4,2195.24536227204,1695.0306880786827,2695.460036465397,Linear trend
"NOZZLE,INNER F/IPV SYSTEM",2025-10-01,5,2233.862095023642,1724.8481053989735,2742.87608464831,Linear trend
"NOZZLE,INNER F/IPV SYSTEM",2025-11-01,6,2273.1581377394205,1751.702003190893,2794.614272287948,Linear trend
"NOZZLE,INNER F/IPV SYSTEM",2025-12-01,7,2313.145440214056,1740.0004952084616,2886.2903852196496,Linear trend
"NOZZLE,INNER F/IPV SYSTEM",2026-01-01,8,2353.836162451991,1730.3400779705978,2977.3322469333843,Linear trend
"NOZZLE,INNER F/IPV SYSTEM",2026-02-01,9,2395.2426783652686,1722.2919270951047,3068.1934296354325,Linear trend
"NOZZLE,INNER F/IPV SYSTEM",2026-03-01,10,2437.377579536375,1715.5469307393962,3159.2082283333534,Linear trend
"NOZZLE,INNER F/IPV SYSTEM",2026-04-01,11,2480.2536790473137,1709.8737643612214,3250.633593733406,Linear trend
"NOZZLE,INNER F/IPV SYSTEM",2026-05-01,12,2523.884015376011,1705.0940295602306,3342.674001191792,Linear trend
"MORTAR,FIRECLAY,HB",2026-03-01,1,4.680778375465498,1.8723113501861992,7.489245400744797,Gradient boosting
"MORTAR,FIRECLAY,HB",2026-04-01,2,4.778036083522792,1.911214433409117,7.644857733636468,Gradient boosting
"MORTAR,FIRECLAY,HB",2026-05-01,3,4.8042982238454535,1.9217192895381807,7.686877158152725,Gradient boosting
"MORTAR,FIRECLAY,HB",2026-06-01,4,4.7577878118689405,1.9031151247475764,7.6124604989903055,Gradient boosting
"MORTAR,FIRECLAY,HB",2026-07-01,5,4.749457355715295,1.899782942286118,7.599131769144472,Gradient boosting
"MORTAR,FIRECLAY,HB",2026-08-01,6,4.749457355715295,1.899782942286118,7.599131769144472,Gradient boosting
"MORTAR,FIRECLAY,HB",2026-09-01,7,4.7627438063510255,1.9050975225404103,7.620390090161641,Gradient boosting
"MORTAR,FIRECLAY,HB",2026-10-01,8,4.768155583397582,1.9072622333590328,7.629048933436131,Gradient boosting
"MORTAR,FIRECLAY,HB",2026-11-01,9,4.768155583397582,1.9072622333590328,7.629048933436131,Gradient boosting
"MORTAR,FIRECLAY,HB",2026-12-01,10,4.765658106227964,1.9062632424911847,7.625052969964742,Gradient boosting
"MORTAR,FIRECLAY,HB",2027-01-01,11,4.758504614062535,1.903401845625014,7.613607382500056,Gradient boosting
"MORTAR,FIRECLAY,HB",2027-02-01,12,4.750590062844907,1.9002360251379629,7.600944100551851,Gradient boosting
INFLOW MASS F/SLIDEGATE,2025-06-01,1,204.21265886052743,155.96092913012865,252.4643885909262,Seasonal naive (12m)
INFLOW MASS F/SLIDEGATE,2025-07-01,2,204.60000000000008,156.2567486172239,252.94325138277625,Seasonal naive (12m)
INFLOW MASS F/SLIDEGATE,2025-08-01,3,203.9919506490606,155.7923702468592,252.191531051262,Seasonal naive (12m)
INFLOW MASS F/SLIDEGATE,2025-09-01,4,203.38570835585907,155.32937195942068,251.44204475229745,Seasonal naive (12m)
INFLOW MASS F/SLIDEGATE,2025-10-01,5,202.78126775001283,154.86774965344924,250.6947858465764,Seasonal naive (12m)
INFLOW MASS F/SLIDEGATE,2025-11-01,6,202.17862347709948,154.08580453260606,250.2714424215929,Seasonal naive (12m)
INFLOW MASS F/SLIDEGATE,2025-12-01,7,201.5777701986095,149.78596719696614,253.3695732002529,Seasonal naive (12m)
INFLOW MASS F/SLIDEGATE,2026-01-01,8,200.97870259189844,145.7754833164453,256.1819218673516,Seasonal naive (12m)
INFLOW MASS F/SLIDEGATE,2026-02-01,9,200.38141535014057,142.00356917408564,258.7592615261955,Seasonal naive (12m)
INFLOW MASS F/SLIDEGATE,2026-03-01,10,199.78590318228143,138.4331276343754,261.13867873018745,Seasonal naive (12m)
INFLOW MASS F/SLIDEGATE,2026-04-01,11,199.1921608129909,135.03606036316793,263.3482612628139,Seasonal naive (12m)
INFLOW MASS F/SLIDEGATE,2026-05-01,12,198.6001829826167,131.79046467376278,265.40990129147065,Seasonal naive (12m)
"BRICK,FIRE,230X113X75MM,UT WT:4.00KG",2024-11-01,1,19.694512609810385,17.660353613602258,21.728671606018512,Gaussian process
"BRICK,FIRE,230X113X75MM,UT WT:4.00KG",2024-12-01,2,20.08304062020596,18.008752286284174,22.157328954127745,Gaussian process
"BRICK,FIRE,230X113X75MM,UT WT:4.00KG",2025-01-01,3,20.34004271769569,18.23920977518112,22.440875660210263,Gaussian process
"BRICK,FIRE,230X113X75MM,UT WT:4.00KG",2025-02-01,4,20.466918871696347,18.10346498757981,22.830372755812885,Gaussian process
"BRICK,FIRE,230X113X75MM,UT WT:4.00KG",2025-03-01,5,20.45097750432853,17.81061387259809,23.09134113605897,Gaussian process
"BRICK,FIRE,230X113X75MM,UT WT:4.00KG",2025-04-01,6,20.31246738081392,17.43968336909636,23.185251392531462,Gaussian process
"BRICK,FIRE,230X113X75MM,UT WT:4.00KG",2025-05-01,7,20.27236958480145,17.175533604012433,23.369205565590462,Gaussian process
"BRICK,FIRE,230X113X75MM,UT WT:4.00KG",2025-06-01,8,20.658943016411754,17.285155241399078,24.032730791424427,Gaussian process
"BRICK,FIRE,230X113X75MM,UT WT:4.00KG",2025-07-01,9,21.751847229710595,17.984097319913733,25.519597139507457,Gaussian process
"BRICK,FIRE,230X113X75MM,UT WT:4.00KG",2025-08-01,10,23.3895410108948,19.11896586279956,27.66011615899004,Gaussian process
"BRICK,FIRE,230X113X75MM,UT WT:4.00KG",2025-09-01,11,23.640252827423584,19.113225371066022,28.16728028378114,Gaussian process
"BRICK,FIRE,230X113X75MM,UT WT:4.00KG",2025-10-01,12,21.92476289586716,17.53955489889237,26.30997089284195,Gaussian process
"MTR,SC,415VAC,200L,1500RPM,30KW",2026-01-01,1,71583.87228584057,61823.30743215567,81344.43713952546,Moving average (auto-k)
"MTR,SC,415VAC,200L,1500RPM,30KW",2026-02-01,2,71583.87228584057,61823.30743215567,81344.43713952546,Moving average (auto-k)
"MTR,SC,415VAC,200L,1500RPM,30KW",2026-03-01,3,71583.87228584057,61823.30743215567,81344.43713952546,Moving average (auto-k)
"MTR,SC,415VAC,200L,1500RPM,30KW",2026-04-01,4,71583.87228584057,60484.67460613528,82683.06996554586,Moving average (auto-k)
"MTR,SC,415VAC,200L,1500RPM,30KW",2026-05-01,5,71583.87228584057,59174.592032076085,83993.15253960504,Moving average (auto-k)
"MTR,SC,415VAC,200L,1500RPM,30KW",2026-06-01,6,71583.87228584057,57990.18685106008,85177.55772062104,Moving average (auto-k)
"MTR,SC,415VAC,200L,1500RPM,30KW",2026-07-01,7,71583.87228584057,56901.01387941789,86266.73069226324,Moving average (auto-k)
"MTR,SC,415VAC,200L,1500RPM,30KW",2026-08-01,8,71583.87228584057,55887.23639574136,87280.50817593979,Moving average (auto-k)
"MTR,SC,415VAC,200L,1500RPM,30KW",2026-09-01,9,71583.87228584057,54935.07576628263,88232.6688053985,Moving average (auto-k)
"MTR,SC,415VAC,200L,1500RPM,30KW",2026-10-01,10,71583.87228584057,54034.499851678185,89133.24472000296,Moving average (auto-k)
"MTR,SC,415VAC,200L,1500RPM,30KW",2026-11-01,11,71583.87228584057,53177.93519705772,89989.80937462341,Moving average (auto-k)
"MTR,SC,415VAC,200L,1500RPM,30KW",2026-12-01,12,71583.87228584057,52359.4979813404,90808.24659034071,Moving average (auto-k)
"WIRE,WINDING,CU,17.1/2SWG",2024-04-01,1,720.8561711754438,687.4721756741892,754.2401666766984,Autoregressive (ridge)
"WIRE,WINDING,CU,17.1/2SWG",2024-05-01,2,718.3453762290552,685.0776596341158,751.6130928239947,Autoregressive (ridge)
"WIRE,WINDING,CU,17.1/2SWG",2024-06-01,3,715.8669382026922,682.7140020136516,749.0198743917327,Autoregressive (ridge)
"WIRE,WINDING,CU,17.1/2SWG",2024-07-01,4,713.3500599303453,680.313684376118,746.3864354845728,Autoregressive (ridge)
"WIRE,WINDING,CU,17.1/2SWG",2024-08-01,5,710.8283373092871,674.4569846126045,747.1996900059697,Autoregressive (ridge)
"WIRE,WINDING,CU,17.1/2SWG",2024-09-01,6,708.3332932119679,668.6303229278541,748.0362634960817,Autoregressive (ridge)
"WIRE,WINDING,CU,17.1/2SWG",2024-10-01,7,705.8971181431453,663.1605004968045,748.6337357894862,Autoregressive (ridge)
"WIRE,WINDING,CU,17.1/2SWG",2024-11-01,8,703.503793845383,657.9713295439491,749.036258146817,Autoregressive (ridge)
"WIRE,WINDING,CU,17.1/2SWG",2024-12-01,9,701.1626273590922,653.028873489876,749.2963812283085,Autoregressive (ridge)
"WIRE,WINDING,CU,17.1/2SWG",2025-01-01,10,698.881743693119,648.309361156246,749.4541262299919,Autoregressive (ridge)
"WIRE,WINDING,CU,17.1/2SWG",2025-02-01,11,696.662426986381,643.7900969948449,749.534756977917,Autoregressive (ridge)
"WIRE,WINDING,CU,17.1/2SWG",2025-03-01,12,694.5047306051144,639.4524202240422,749.5570409861868,Autoregressive (ridge)
"CABLE,ARM,1.1KV,CU,3C,1.5MM2,XLPE",2024-12-01,1,58.11303782501395,54.78899201961171,61.43708363041618,K-nearest neighbours
"CABLE,ARM,1.1KV,CU,3C,1.5MM2,XLPE",2025-01-01,2,57.76566378581912,53.82765337593093,61.70367419570732,K-nearest neighbours
"CABLE,ARM,1.1KV,CU,3C,1.5MM2,XLPE",2025-02-01,3,55.74144838731346,51.08739918384596,60.39549759078096,K-nearest neighbours
"CABLE,ARM,1.1KV,CU,3C,1.5MM2,XLPE",2025-03-01,4,56.02139122307918,50.62036881298441,61.422413633173946,K-nearest neighbours
"CABLE,ARM,1.1KV,CU,3C,1.5MM2,XLPE",2025-04-01,5,56.09415718400932,50.0477871374446,62.14052723057404,K-nearest neighbours
"CABLE,ARM,1.1KV,CU,3C,1.5MM2,XLPE",2025-05-01,6,55.23532595160465,48.71326819838449,61.7573837048248,K-nearest neighbours
"CABLE,ARM,1.1KV,CU,3C,1.5MM2,XLPE",2025-06-01,7,55.38983790535256,48.325504171432,62.454171639273135,K-nearest neighbours
"CABLE,ARM,1.1KV,CU,3C,1.5MM2,XLPE",2025-07-01,8,55.191509862719705,47.66646033908928,62.71655938635013,K-nearest neighbours
"CABLE,ARM,1.1KV,CU,3C,1.5MM2,XLPE",2025-08-01,9,55.671986848219895,47.62098234751777,63.72299134892202,K-nearest neighbours
"CABLE,ARM,1.1KV,CU,3C,1.5MM2,XLPE",2025-09-01,10,55.87506765676723,47.35760661483441,64.39252869870005,K-nearest neighbours
"CABLE,ARM,1.1KV,CU,3C,1.5MM2,XLPE",2025-10-01,11,56.0414211430225,47.08163639218299,65.001205893862,K-nearest neighbours
"CABLE,ARM,1.1KV,CU,3C,1.5MM2,XLPE",2025-11-01,12,57.98417298529335,48.301568679039065,67.66677729154763,K-nearest neighbours
"MONITOR,CARBON MONOXIDE,0-2000PPM",2026-03-01,1,7569.910284299775,7378.580132547534,7761.240436052017,Bayesian ridge (lags)
"MONITOR,CARBON MONOXIDE,0-2000PPM",2026-04-01,2,7540.74499916847,7350.1520025766595,7731.33799576028,Bayesian ridge (lags)
"MONITOR,CARBON MONOXIDE,0-2000PPM",2026-05-01,3,7506.920678484014,7297.754101723066,7716.087255244964,Bayesian ridge (lags)
"MONITOR,CARBON MONOXIDE,0-2000PPM",2026-06-01,4,7467.246330491723,7226.998038803018,7707.4946221804275,Bayesian ridge (lags)
"MONITOR,CARBON MONOXIDE,0-2000PPM",2026-07-01,5,7431.194781731537,7163.88584308797,7698.503720375103,Bayesian ridge (lags)
"MONITOR,CARBON MONOXIDE,0-2000PPM",2026-08-01,6,7397.189288058885,7105.706985383246,7688.671590734523,Bayesian ridge (lags)
"MONITOR,CARBON MONOXIDE,0-2000PPM",2026-09-01,7,7363.818754635334,7050.402190599642,7677.235318671024,Bayesian ridge (lags)
"MONITOR,CARBON MONOXIDE,0-2000PPM",2026-10-01,8,7329.022844992232,6995.549670829386,7662.49601915508,Bayesian ridge (lags)
"MONITOR,CARBON MONOXIDE,0-2000PPM",2026-11-01,9,7292.421023985309,6940.4857290158925,7644.356318954726,Bayesian ridge (lags)
"MONITOR,CARBON MONOXIDE,0-2000PPM",2026-12-01,10,7257.494923632351,6888.299273779417,7626.690573485285,Bayesian ridge (lags)
"MONITOR,CARBON MONOXIDE,0-2000PPM",2027-01-01,11,7229.078826501366,6843.379271857363,7614.778381145368,Bayesian ridge (lags)
"MONITOR,CARBON MONOXIDE,0-2000PPM",2027-02-01,12,7211.660227105837,6809.780855504048,7613.539598707626,Bayesian ridge (lags)
"CABLE,ARM,1.1KV,AL,3.5C,50MM2,XLPE",2026-07-01,1,212.31364947866007,181.4006104013717,243.2266885559484,Linear trend
"CABLE,ARM,1.1KV,AL,3.5C,50MM2,XLPE",2026-08-01,2,213.32251426651172,182.2625836601713,244.38244487285223,Linear trend
"CABLE,ARM,1.1KV,AL,3.5C,50MM2,XLPE",2026-09-01,3,214.33617294379408,183.1286528142232,245.5436930733649,Linear trend
"CABLE,ARM,1.1KV,AL,3.5C,50MM2,XLPE",2026-10-01,4,215.3546482899476,183.9988373262631,246.710459253632,Linear trend
"CABLE,ARM,1.1KV,AL,3.5C,50MM2,XLPE",2026-11-01,5,216.37796319265613,182.48418800597585,250.2717383793364,Linear trend
"CABLE,ARM,1.1KV,AL,3.5C,50MM2,XLPE",2026-12-01,6,217.4061406483601,180.10094296056025,254.71133833615983,Linear trend
"CABLE,ARM,1.1KV,AL,3.5C,50MM2,XLPE",2027-01-01,7,218.4392037627733,177.95351624289677,258.92489128264987,Linear trend
"CABLE,ARM,1.1KV,AL,3.5C,50MM2,XLPE",2027-02-01,8,219.4771757514033,175.99049396334905,262.9638575394576,Linear trend
"CABLE,ARM,1.1KV,AL,3.5C,50MM2,XLPE",2027-03-01,9,220.5200799400716,174.1763152980537,266.8638445820894,Linear trend
"CABLE,ARM,1.1KV,AL,3.5C,50MM2,XLPE",2027-04-01,10,221.56793976543892,172.48519585674663,270.65068367413136,Linear trend
"CABLE,ARM,1.1KV,AL,3.5C,50MM2,XLPE",2027-05-01,11,222.62077877553128,170.89774928257015,274.34380826849247,Linear trend
"CABLE,ARM,1.1KV,AL,3.5C,50MM2,XLPE",2027-06-01,12,223.67862063026976,169.398973849227,277.95826741131253,Linear trend
"MCCB,100A,3P",2026-07-01,1,8241.218967298813,6963.054264671121,9519.383669926508,Ensemble: greedy selection
"MCCB,100A,3P",2026-08-01,2,8250.801983205802,6971.151011043757,9530.452955367848,Ensemble: greedy selection
"MCCB,100A,3P",2026-09-01,3,8260.414923668297,6967.145666770796,9553.6841805658,Ensemble: greedy selection
"MCCB,100A,3P",2026-10-01,4,8270.057882130697,6774.9758964961,9765.139867765296,Ensemble: greedy selection
"MCCB,100A,3P",2026-11-01,5,8279.730952329168,6606.223345675605,9953.238558982732,Ensemble: greedy selection
"MCCB,100A,3P",2026-12-01,6,8289.43422829261,6454.05006929276,10124.81838729246,Ensemble: greedy selection
"MCCB,100A,3P",2027-01-01,7,8299.167804343517,6314.3985228953725,10283.937085791662,Ensemble: greedy selection
"MCCB,100A,3P",2027-02-01,8,8308.931775098948,6184.627856207795,10433.235693990102,Ensemble: greedy selection
"MCCB,100A,3P",2027-03-01,9,8318.726235471393,6062.905674961325,10574.54679598146,Ensemble: greedy selection
"MCCB,100A,3P",2027-04-01,10,8328.551280669746,5947.899212755353,10709.20334858414,Ensemble: greedy selection
"MCCB,100A,3P",2027-05-01,11,8338.407006200185,5838.603366464135,10838.210645936231,Ensemble: greedy selection
"MCCB,100A,3P",2027-06-01,12,8348.293507867142,5734.238053982749,10962.348961751535,Ensemble: greedy selection
PROGRAMMABLE SAFETY HOOTER,2026-07-01,1,2953.7304309437977,2838.589410466722,3068.8714514208737,Bayesian ridge (lags)
PROGRAMMABLE SAFETY HOOTER,2026-08-01,2,2913.136280363296,2786.1739090300766,3040.098651696514,Bayesian ridge (lags)
PROGRAMMABLE SAFETY HOOTER,2026-09-01,3,2904.9103858411763,2749.852952017515,3059.967819664838,Bayesian ridge (lags)
PROGRAMMABLE SAFETY HOOTER,2026-10-01,4,3018.351001767079,2832.314157773368,3204.3878457607907,Bayesian ridge (lags)
PROGRAMMABLE SAFETY HOOTER,2026-11-01,5,2922.809698299093,2721.397964758924,3124.2214318392616,Bayesian ridge (lags)
PROGRAMMABLE SAFETY HOOTER,2026-12-01,6,2887.8629214825773,2669.8654655195514,3105.860377445604,Bayesian ridge (lags)
PROGRAMMABLE SAFETY HOOTER,2027-01-01,7,2937.8102170507746,2698.2735610354644,3177.3468730660848,Bayesian ridge (lags)
PROGRAMMABLE SAFETY HOOTER,2027-02-01,8,2908.0622988585847,2654.579831912841,3161.544765804328,Bayesian ridge (lags)
PROGRAMMABLE SAFETY HOOTER,2027-03-01,9,2931.5814890701354,2660.548315086542,3202.6146630537287,Bayesian ridge (lags)
PROGRAMMABLE SAFETY HOOTER,2027-04-01,10,3013.674498582041,2719.9801641928325,3307.3688329712504,Bayesian ridge (lags)
PROGRAMMABLE SAFETY HOOTER,2027-05-01,11,2929.0181871121904,2629.6417355727635,3228.394638651617,Bayesian ridge (lags)
PROGRAMMABLE SAFETY HOOTER,2027-06-01,12,2938.5660477076253,2624.858256445113,3252.2738389701376,Bayesian ridge (lags)
"MCCB,250A,3P",2026-07-01,1,12367.975081321678,11458.348773575144,13277.601389068212,Moving average (auto-k)
"MCCB,250A,3P",2026-08-01,2,12367.975081321678,11458.348773575144,13277.601389068212,Moving average (auto-k)
"MCCB,250A,3P",2026-09-01,3,12367.975081321678,11458.348773575144,13277.601389068212,Moving average (auto-k)
"MCCB,250A,3P",2026-10-01,4,12367.975081321678,11423.72066614172,13312.229496501635,Moving average (auto-k)
"MCCB,250A,3P",2026-11-01,5,12367.975081321678,11312.26655112333,13423.683611520024,Moving average (auto-k)
"MCCB,250A,3P",2026-12-01,6,12367.975081321678,11211.50432904116,13524.445833602196,Moving average (auto-k)
"MCCB,250A,3P",2027-01-01,7,12367.975081321678,11118.843902851228,13617.106259792128,Moving average (auto-k)
"MCCB,250A,3P",2027-02-01,8,12367.975081321678,11032.597681043506,13703.35248159985,Moving average (auto-k)
"MCCB,250A,3P",2027-03-01,9,12367.975081321678,10951.59345855174,13784.356704091611,Moving average (auto-k)
"MCCB,250A,3P",2027-04-01,10,12367.975081321678,10874.977760002208,13860.972402641148,Moving average (auto-k)
"MCCB,250A,3P",2027-05-01,11,12367.975081321678,10802.106280427482,13933.843882215871,Moving average (auto-k)
"MCCB,250A,3P",2027-06-01,12,12367.975081321678,10732.478458958753,14003.4717036846,Moving average (auto-k)
"SWITCH,TIME,DIGITAL,230V,50HZ",2026-08-01,1,1044.8389913474268,877.7674491967167,1211.9105334981368,Gaussian process
"SWITCH,TIME,DIGITAL,230V,50HZ",2026-09-01,2,1093.4390161709491,918.596246909584,1268.2817854323146,Gaussian process
"SWITCH,TIME,DIGITAL,230V,50HZ",2026-10-01,3,1161.6277729501148,975.8815048274148,1347.3740410728146,Gaussian process
"SWITCH,TIME,DIGITAL,230V,50HZ",2026-11-01,4,1227.7675207829109,1013.5625190364996,1441.972522529322,Gaussian process
"SWITCH,TIME,DIGITAL,230V,50HZ",2026-12-01,5,1283.1614220716745,1032.8678088612232,1533.4550352821257,Gaussian process
"SWITCH,TIME,DIGITAL,230V,50HZ",2027-01-01,6,1335.5537451282223,1050.1757608040582,1620.9317294523864,Gaussian process
"SWITCH,TIME,DIGITAL,230V,50HZ",2027-02-01,7,1388.177790582947,1067.7888006390258,1708.566780526868,Gaussian process
"SWITCH,TIME,DIGITAL,230V,50HZ",2027-03-01,8,1440.231631941445,1084.877957866612,1795.5853060162774,Gaussian process
"SWITCH,TIME,DIGITAL,230V,50HZ",2027-04-01,9,1488.2147099438528,1098.748020428464,1877.6813994592417,Gaussian process
"SWITCH,TIME,DIGITAL,230V,50HZ",2027-05-01,10,1520.5193122639664,1101.073935398103,1939.9646891298296,Gaussian process
"SWITCH,TIME,DIGITAL,230V,50HZ",2027-06-01,11,1528.8927059707787,1086.55208554965,1971.233326391908,Gaussian process
"SWITCH,TIME,DIGITAL,230V,50HZ",2027-07-01,12,1517.19083916465,1058.7172674665624,1975.6644108627377,Gaussian process
"MTR,SC,415V,180L,1500RPM,22KW",2025-05-01,1,44831.50506535403,39406.65027954522,50256.35985116285,Support vector (RBF)
"MTR,SC,415V,180L,1500RPM,22KW",2025-06-01,2,46864.36573681657,41193.52380588761,52535.20766774553,Support vector (RBF)
"MTR,SC,415V,180L,1500RPM,22KW",2025-07-01,3,52477.37356009276,46127.32729934053,58827.41982084499,Support vector (RBF)
"MTR,SC,415V,180L,1500RPM,22KW",2025-08-01,4,54667.78393527973,47679.31140007923,61656.25647048023,Support vector (RBF)
"MTR,SC,415V,180L,1500RPM,22KW",2025-09-01,5,56255.67598514294,48215.37794477244,64295.97402551344,Support vector (RBF)
"MTR,SC,415V,180L,1500RPM,22KW",2025-10-01,6,56848.35386312774,47947.8556676994,65748.85205855608,Support vector (RBF)
"MTR,SC,415V,180L,1500RPM,22KW",2025-11-01,7,56686.14296089077,47099.93766473098,66272.34825705057,Support vector (RBF)
"MTR,SC,415V,180L,1500RPM,22KW",2025-12-01,8,55514.92202831557,45478.57833044168,65551.26572618945,Support vector (RBF)
"MTR,SC,415V,180L,1500RPM,22KW",2026-01-01,9,53487.53961050531,43231.146137907366,63743.93308310325,Support vector (RBF)
"MTR,SC,415V,180L,1500RPM,22KW",2026-02-01,10,51288.18651257027,40921.54355631136,61654.82946882918,Support vector (RBF)
"MTR,SC,415V,180L,1500RPM,22KW",2026-03-01,11,49647.92881077116,39123.02159618488,60172.83602535743,Support vector (RBF)
"MTR,SC,415V,180L,1500RPM,22KW",2026-04-01,12,48845.84528235303,38030.53333611325,59661.15722859281,Support vector (RBF)
"MONITOR,OXYGEN,0-25%",2026-03-01,1,7584.247484351871,7461.179897262957,7707.315071440786,Holt-Winters seasonal
"MONITOR,OXYGEN,0-25%",2026-04-01,2,7580.762198978306,7457.751166697515,7703.773231259096,Holt-Winters seasonal
"MONITOR,OXYGEN,0-25%",2026-05-01,3,7575.593370311174,7425.467283361026,7725.719457261322,Holt-Winters seasonal
"MONITOR,OXYGEN,0-25%",2026-06-01,4,7551.459185064072,7378.660769007212,7724.25760112093,Holt-Winters seasonal
"MONITOR,OXYGEN,0-25%",2026-07-01,5,7539.634404537267,7346.742424190668,7732.526384883866,Holt-Winters seasonal
"MONITOR,OXYGEN,0-25%",2026-08-01,6,7524.094467813674,7313.227405855976,7734.961529771371,Holt-Winters seasonal
"MONITOR,OXYGEN,0-25%",2026-09-01,7,7506.43378015074,7279.205929825864,7733.661630475616,Holt-Winters seasonal
"MONITOR,OXYGEN,0-25%",2026-10-01,8,7491.047572182498,7248.628697585601,7733.466446779395,Holt-Winters seasonal
"MONITOR,OXYGEN,0-25%",2026-11-01,9,7479.547172905383,7222.817869476795,7736.276476333973,Holt-Winters seasonal
"MONITOR,OXYGEN,0-25%",2026-12-01,10,7483.193283981748,7212.444917567457,7753.941650396038,Holt-Winters seasonal
"MONITOR,OXYGEN,0-25%",2027-01-01,11,7463.1445227871,7179.942026911793,7746.347018662407,Holt-Winters seasonal
"MONITOR,OXYGEN,0-25%",2027-02-01,12,7437.507635918348,7142.72837217959,7732.286899657105,Holt-Winters seasonal
"ALARM,ROTA,90-100DB",2026-06-01,1,2105.0261053722143,1994.0567257261807,2215.995485018247,Hist gradient boosting
"ALARM,ROTA,90-100DB",2026-07-01,2,2039.9971048768573,1901.6732676763013,2178.320942077414,Hist gradient boosting
"ALARM,ROTA,90-100DB",2026-08-01,3,2039.9971048768573,1870.5856946742715,2209.408515079444,Hist gradient boosting
"ALARM,ROTA,90-100DB",2026-09-01,4,2089.394827619831,1889.0385335520607,2289.751121687602,Hist gradient boosting
"ALARM,ROTA,90-100DB",2026-10-01,5,2129.340889619069,1901.0531041348304,2357.628675103308,Hist gradient boosting
